i	0.7159	1
i	1.46	3
i	2.3538	4
i	3.337	7
i	4.3318	9
i	5.2127	10
i	6.1492	12
i	7.8749	17
i	8.6011	19
i	9.2193	20
h 0	9.8559	19
t 0	9.8659	19
i	10.17	21
i	10.9766	22
i	12.5124	24
i	13.3688	25
i	14.226	26
i	15.3693	28
i	16.1989	30
t 0	16.7231	17
i	17.1799	32
h 0	17.3961	4
t 0	17.4061	4
h 0	18.0049	24
t 0	18.0149	24
i	18.0415	34
t 0	18.2591	21
i	19.3813	37
i	19.9437	38
t 0	20.3175	4
i	20.6592	40
h 0	20.8355	38
t 0	20.8455	38
h 0	20.8806	14
h 0	20.9148	37
t 0	20.9248	37
i	21.7869	42
i	22.713	43
i	23.2819	44
i	24.4932	46
t 0	25.1965	7
i	25.2971	48
t 0	25.5025	10
h 0	25.636	28
t 0	25.646	28
i	26.0977	49
h 0	26.3426	1
t 0	26.3526	1
i	27.4832	53
i	28.1149	54
i	28.6568	55
i	29.6788	57
i	31.4306	63
h 0	31.4916	9
t 0	31.5016	9
t 0	32.077	12
i	32.3757	65
i	32.9099	66
i	33.7298	68
t 0	34.9967	43
i	35.0417	72
i	35.6955	73
i	36.2713	75
h 0	36.5753	65
t 0	36.5853	65
i	37.1814	76
i	37.7986	77
h 0	38.0764	22
t 0	38.0864	22
t 0	38.1716	25
h 0	38.2306	34
t 0	38.2406	34
i	38.5754	78
t 0	38.8794	26
h 0	39.2285	20
t 0	39.2385	20
i	39.3832	79
t 0	40.7544	32
i	41.8368	85
h 0	42.2342	3
t 0	42.2442	3
i	42.4334	86
i	43.3309	88
i	44.2103	89
t 0	44.4069	63
i	45.3387	92
t 0	45.365	22
t 0	45.5294	28
i	46.5608	94
t 0	47.6211	37
i	47.742	96
h 0	47.8286	54
t 0	47.8386	54
t 0	48.1349	65
i	48.7606	98
i	49.7105	99
i	50.7016	102
i	51.5021	103
t 0	52.2535	76
h 0	52.8545	55
t 0	52.8645	55
i	52.8693	108
h 0	53.8171	85
t 0	53.8271	85
t 0	54.1903	1
i	54.1949	113
i	54.8639	114
h 0	56.84	49
t 0	56.85	49
i	56.9181	117
i	57.4162	118
t 0	57.8125	92
t 0	57.9343	99
i	58.0143	119
h 0	58.2782	48
t 0	58.2882	48
i	58.6871	120
t 0	58.8724	85
h 0	58.9619	94
t 0	58.9719	94
i	59.2201	122
t 0	59.4449	3
h 0	60	88
t 0	60.01	88
h 0	60.5012	66
t 0	60.5112	66
t 0	60.5448	96
i	60.5669	125
h 0	61.1878	41
i	61.24	127
t 0	61.3304	88
t 0	61.6807	49
i	62.6142	130
i	64.0079	133
t 0	64.7728	89
i	64.9492	134
t 0	65.1583	53
t 0	65.5239	46
h 0	65.8062	79
t 0	65.8162	79
i	65.8922	135
i	66.7166	137
h 0	67.2234	45
h 0	67.5036	77
t 0	67.5136	77
i	68.7267	143
i	69.778	145
i	70.8366	150
i	71.4792	151
i	73.1661	154
t 0	73.5337	79
h 0	74.0926	42
t 0	74.1026	42
i	74.4093	158
t 0	74.4665	113
t 0	74.6281	134
i	75.0397	159
t 0	75.2824	135
t 0	75.5905	130
i	75.6222	160
t 0	77.2821	94
i	77.82	164
h 0	78.0854	81
t 0	78.4206	68
i	78.7127	165
t 0	78.987	78
i	79.9485	167
h 0	80.1754	151
t 0	80.1854	151
h 0	80.7456	84
t 0	80.9983	9
i	81.2711	169
t 0	82.0389	117
i	82.22	170
i	82.9309	172
t 0	83.1638	42
i	83.7553	173
h 0	83.8369	131
i	85.3202	177
h 0	85.6741	19
t 0	85.6841	19
h 0	86.1206	30
t 0	86.1306	30
t 0	86.1702	20
i	86.5038	180
t 0	87.0297	154
h 0	87.2594	40
t 0	87.2694	40
i	87.4198	181
h 0	87.5424	86
t 0	87.5524	86
i	88.2493	182
i	89.4738	184
i	90.1912	185
t 0	90.6123	170
h 0	90.6141	108
t 0	90.6241	108
i	90.9119	186
i	92.0159	188
i	92.6389	189
h 0	92.7616	137
t 0	92.7716	137
i	93.7692	191
h 0	94.0762	164
t 0	94.0862	164
t 0	94.5578	177
i	95.8091	198
h 0	96.6673	173
t 0	96.6773	173
t 0	96.8734	165
h 0	96.947	44
t 0	96.957	44
i	97.0547	200
h 0	97.1884	182
t 0	97.1984	182
h 0	97.502	158
t 0	97.512	158
i	97.6115	201
i	98.4961	203
i	99.1796	204
i	99.9931	206
t 0	100.748	137
t 0	100.83	19
h 0	100.848	24
t 0	100.858	24
i	101.16	208
t 0	101.458	181
t 0	101.609	54
i	101.665	209
t 0	102.406	125
i	102.43	210
t 0	102.819	169
t 0	103.078	48
t 0	103.688	73
h 0	103.73	201
t 0	103.74	201
h 0	103.799	38
t 0	103.809	38
i	104.177	214
h 0	105.25	167
t 0	105.26	167
t 0	105.97	24
i	106.863	223
i	107.591	225
i	108.475	226
h 0	108.841	180
t 0	108.851	180
i	109.211	228
t 0	109.494	164
h 0	109.635	8
t 0	109.686	108
i	109.723	229
t 0	110.042	208
i	110.511	230
h 0	111.424	14
t 0	111.434	14
i	111.476	236
h 0	111.763	75
t 0	111.773	75
h 0	111.788	72
t 0	111.798	72
t 0	112.03	38
t 0	112.054	145
h 0	112.264	122
t 0	112.274	122
i	112.313	237
h 0	112.485	186
t 0	112.495	186
i	113.341	239
t 0	113.743	167
h 0	113.744	82
t 0	114.261	188
t 0	114.651	173
h 0	114.692	237
t 0	114.702	237
t 0	114.838	184
t 1	115.008	77
h 1	115.098	34
t 1	115.108	34
i	115.689	245
h 0	115.885	114
t 0	115.895	114
i	116.198	246
t 0	116.394	34
h 0	116.639	189
t 0	116.649	189
i	116.991	247
i	117.904	248
h 0	117.943	120
t 0	117.953	120
t 0	118.158	182
t 0	119.179	114
i	119.242	252
h 0	119.385	198
t 0	119.395	198
t 0	119.569	180
i	120.006	255
h 0	120.908	70
t 1	122.096	120
i	122.117	260
h 0	122.508	56
i	122.916	262
h 0	124.289	265
h 0	124.61	118
t 0	124.62	118
i	124.721	266
t 0	125.075	86
t 0	125.67	223
i	125.929	271
h 0	126.184	225
t 0	126.194	225
t 0	126.685	55
h 0	126.963	236
t 0	126.973	236
t 0	127.083	239
i	127.27	274
t 0	127.304	158
i	127.991	275
t 0	128.185	226
i	129.184	278
i	130.82	283
i	131.736	286
h 0	132.194	127
t 0	132.204	127
t 0	132.432	248
i	132.532	287
t 0	133.228	66
t 0	133.624	40
i	134.037	290
t 0	134.224	200
i	134.66	291
h 0	134.939	271
t 0	134.949	271
h 0	135.222	274
t 0	135.232	274
h 0	135.235	93
i	135.53	292
i	136.462	293
t 0	137.469	191
i	137.922	296
i	138.76	297
i	139.284	298
h 0	139.48	283
t 0	139.49	283
h 0	139.883	228
t 0	139.893	228
i	140.085	300
t 0	140.744	237
i	140.795	301
h 0	141.056	166
i	141.381	302
h 0	141.525	140
i	142.054	303
h 0	142.064	176
i	142.682	304
t 0	143.317	186
t 0	143.398	203
h 0	143.483	172
t 0	143.493	172
i	143.639	305
i	144.344	306
t 0	145.479	210
i	145.596	309
i	146.123	310
h 0	147.26	45
t 0	147.27	45
i	147.5	313
t 0	147.816	293
i	148.166	314
t 0	148.571	230
i	148.688	315
i	149.196	316
h 0	149.305	204
t 0	149.315	204
t 0	149.751	305
i	149.813	317
t 0	150.188	41
i	150.534	319
i	152.58	322
i	153.391	323
t 0	154.241	247
i	154.35	324
t 0	155.866	324
t 0	155.988	45
h 1	156.109	81
t 1	156.119	81
h 0	156.487	262
t 0	156.497	262
i	157.073	330
t 0	157.683	292
i	158.081	332
t 0	158.653	290
i	158.69	333
t 0	158.893	252
h 0	158.93	242
h 0	159.171	278
t 0	159.181	278
i	159.256	334
h 1	159.707	62
i	160.017	336
t 0	160.064	204
t 0	160.431	8
i	160.704	339
i	161.813	341
h 0	162.104	291
